,index,Short_ticker,Name,Ticker,Date,Event Type,Adjusted Trading Date,trade_entry,trade_exit
3948,4165,CHX,ChampionX Corp,CHX US,2019-04-30 16:45:00,ER,2019-05-01 00:00:00+00:00,2019-04-29 16:45:00,2019-04-30 16:45:00
3949,5398,CHX,ChampionX Corp,CHX US,2019-07-24 17:53:00,ER,2019-07-25 00:00:00+00:00,2019-07-24 17:53:00,2019-07-25 17:53:00
3950,5399,CHX,ChampionX Corp,CHX US,2019-07-24 17:53:00,ER,2019-07-25 00:00:00+00:00,2019-07-24 17:53:00,2019-07-25 17:53:00
3951,6238,CHX,ChampionX Corp,CHX US,2019-10-23 17:30:00,ER,2019-10-24 00:00:00+00:00,2019-10-23 17:30:00,2019-10-24 17:30:00
3952,7358,CHX,ChampionX Corp,CHX US,2020-02-23 19:06:00,ER,2020-02-25 00:00:00+00:00,2020-02-21 19:06:00,2020-02-24 19:06:00
3953,7733,CHX,ChampionX Corp,CHX US,2020-04-27 18:11:00,ER,2020-04-28 00:00:00+00:00,2020-04-27 18:11:00,2020-04-28 18:11:00
3954,8875,CHX,ChampionX Corp,CHX US,2020-08-05 18:25:00,ER,2020-08-06 00:00:00+00:00,2020-08-05 18:25:00,2020-08-06 18:25:00
3955,9387,CHX,ChampionX Corp,CHX US,2020-10-28 17:45:00,ER,2020-10-29 00:00:00+00:00,2020-10-28 17:45:00,2020-10-29 17:45:00
3956,10610,CHX,ChampionX Corp,CHX US,2021-07-28 16:30:00,ER,2021-07-29 00:00:00+00:00,2021-07-27 16:30:00,2021-07-28 16:30:00
3957,11452,CHX,ChampionX Corp,CHX US,2021-10-27 16:30:00,ER,2021-10-28 00:00:00+00:00,2021-10-26 16:30:00,2021-10-27 16:30:00
3958,12448,CHX,ChampionX Corp,CHX US,2022-02-09 16:30:00,ER,2022-02-10 00:00:00+00:00,2022-02-08 16:30:00,2022-02-09 16:30:00
3959,13121,CHX,ChampionX Corp,CHX US,2022-04-26 16:30:00,ER,2022-04-27 00:00:00+00:00,2022-04-25 16:30:00,2022-04-26 16:30:00
3960,13987,CHX,ChampionX Corp,CHX US,2022-07-26 16:30:00,ER,2022-07-27 00:00:00+00:00,2022-07-25 16:30:00,2022-07-26 16:30:00
3961,14856,CHX,ChampionX Corp,CHX US,2022-10-25 16:30:00,ER,2022-10-26 00:00:00+00:00,2022-10-24 16:30:00,2022-10-25 16:30:00
3962,15765,CHX,ChampionX Corp,CHX US,2023-02-01 16:30:00,ER,2023-02-02 00:00:00+00:00,2023-01-31 16:30:00,2023-02-01 16:30:00
3963,16523,CHX,ChampionX Corp,CHX US,2023-04-24 16:30:00,ER,2023-04-25 00:00:00+00:00,2023-04-21 16:30:00,2023-04-24 16:30:00
3964,17397,CHX,ChampionX Corp,CHX US,2023-07-24 16:30:00,ER,2023-07-25 00:00:00+00:00,2023-07-21 16:30:00,2023-07-24 16:30:00
3965,18313,CHX,ChampionX Corp,CHX US,2023-10-24 16:30:00,ER,2023-10-25 00:00:00+00:00,2023-10-23 16:30:00,2023-10-24 16:30:00
3966,19320,CHX,ChampionX Corp,CHX US,2024-02-05 16:30:00,ER,2024-02-06 00:00:00+00:00,2024-02-02 16:30:00,2024-02-05 16:30:00
3967,20078,CHX,ChampionX Corp,CHX US,2024-04-24 07:00:00,ER,2024-04-23 00:00:00+00:00,2024-04-23 07:00:00,2024-04-24 07:00:00
3968,196,CI,Cigna Group/The,CI US,2018-02-01 06:00:00,ER,2018-01-31 00:00:00+00:00,2018-01-31 06:00:00,2018-02-01 06:00:00
3969,1108,CI,Cigna Group/The,CI US,2018-05-03 06:00:00,ER,2018-05-02 00:00:00+00:00,2018-05-02 06:00:00,2018-05-03 06:00:00
3970,1798,CI,Cigna Group/The,CI US,2018-08-02 06:00:00,ER,2018-08-01 00:00:00+00:00,2018-08-01 06:00:00,2018-08-02 06:00:00
3971,2477,CI,Cigna Group/The,CI US,2018-11-01 06:00:00,ER,2018-10-31 00:00:00+00:00,2018-10-31 06:00:00,2018-11-01 06:00:00
3972,3057,CI,Cigna Group/The,CI US,2019-02-01 06:00:00,ER,2019-01-31 00:00:00+00:00,2019-01-31 06:00:00,2019-02-01 06:00:00
3973,4315,CI,Cigna Group/The,CI US,2019-05-02 06:00:00,ER,2019-05-01 00:00:00+00:00,2019-05-01 06:00:00,2019-05-02 06:00:00
3974,4322,CI,Cigna Group/The,CI US,2019-05-02 06:00:00,ER,2019-05-01 00:00:00+00:00,2019-05-01 06:00:00,2019-05-02 06:00:00
3975,5720,CI,Cigna Group/The,CI US,2019-08-01 06:00:00,ER,2019-07-31 00:00:00+00:00,2019-07-31 06:00:00,2019-08-01 06:00:00
3976,6429,CI,Cigna Group/The,CI US,2019-10-31 06:00:00,ER,2019-10-30 00:00:00+00:00,2019-10-30 06:00:00,2019-10-31 06:00:00
3977,7143,CI,Cigna Group/The,CI US,2020-02-06 06:00:00,ER,2020-02-05 00:00:00+00:00,2020-02-05 06:00:00,2020-02-06 06:00:00
3978,7831,CI,Cigna Group/The,CI US,2020-04-30 06:00:00,ER,2020-04-29 00:00:00+00:00,2020-04-29 06:00:00,2020-04-30 06:00:00
3979,8608,CI,Cigna Group/The,CI US,2020-07-30 06:00:00,ER,2020-07-29 00:00:00+00:00,2020-07-29 06:00:00,2020-07-30 06:00:00
3980,9621,CI,Cigna Group/The,CI US,2020-11-05 06:00:00,ER,2020-11-04 00:00:00+00:00,2020-11-04 06:00:00,2020-11-05 06:00:00
3981,10883,CI,Cigna Group/The,CI US,2021-08-05 06:00:00,ER,2021-08-04 00:00:00+00:00,2021-08-04 06:00:00,2021-08-05 06:00:00
3982,11712,CI,Cigna Group/The,CI US,2021-11-04 06:00:00,ER,2021-11-03 00:00:00+00:00,2021-11-03 06:00:00,2021-11-04 06:00:00
3983,12327,CI,Cigna Group/The,CI US,2022-02-03 06:30:00,ER,2022-02-02 00:00:00+00:00,2022-02-02 06:30:00,2022-02-03 06:30:00
3984,13550,CI,Cigna Group/The,CI US,2022-05-06 06:00:00,ER,2022-05-05 00:00:00+00:00,2022-05-05 06:00:00,2022-05-06 06:00:00
3985,14314,CI,Cigna Group/The,CI US,2022-08-04 06:00:00,ER,2022-08-03 00:00:00+00:00,2022-08-03 06:00:00,2022-08-04 06:00:00
3986,15139,CI,Cigna Group/The,CI US,2022-11-03 06:00:00,ER,2022-11-02 00:00:00+00:00,2022-11-02 06:00:00,2022-11-03 06:00:00
3987,15811,CI,Cigna Group/The,CI US,2023-02-03 06:00:00,ER,2023-02-02 00:00:00+00:00,2023-02-02 06:00:00,2023-02-03 06:00:00
3988,16983,CI,Cigna Group/The,CI US,2023-05-05 06:00:00,ER,2023-05-04 00:00:00+00:00,2023-05-04 06:00:00,2023-05-05 06:00:00
3989,17768,CI,Cigna Group/The,CI US,2023-08-03 06:00:00,ER,2023-08-02 00:00:00+00:00,2023-08-02 06:00:00,2023-08-03 06:00:00
3990,18617,CI,Cigna Group/The,CI US,2023-11-02 06:00:00,ER,2023-11-01 00:00:00+00:00,2023-11-01 06:00:00,2023-11-02 06:00:00
3991,19293,CI,Cigna Group/The,CI US,2024-02-02 06:00:00,ER,2024-02-01 00:00:00+00:00,2024-02-01 06:00:00,2024-02-02 06:00:00
3992,604,CIEN,Ciena Corp,CIEN US,2018-03-06 07:00:00,ER,2018-03-05 00:00:00+00:00,2018-03-05 07:00:00,2018-03-06 07:00:00
3993,1360,CIEN,Ciena Corp,CIEN US,2018-05-31 07:00:00,ER,2018-05-30 00:00:00+00:00,2018-05-30 07:00:00,2018-05-31 07:00:00
3994,2073,CIEN,Ciena Corp,CIEN US,2018-08-30 07:00:00,ER,2018-08-29 00:00:00+00:00,2018-08-29 07:00:00,2018-08-30 07:00:00
3995,2819,CIEN,Ciena Corp,CIEN US,2018-12-13 07:00:00,ER,2018-12-12 00:00:00+00:00,2018-12-12 07:00:00,2018-12-13 07:00:00
3996,3467,CIEN,Ciena Corp,CIEN US,2019-03-05 06:55:00,ER,2019-03-04 00:00:00+00:00,2019-03-04 06:55:00,2019-03-05 06:55:00
3997,5024,CIEN,Ciena Corp,CIEN US,2019-06-06 07:00:00,ER,2019-06-05 00:00:00+00:00,2019-06-05 07:00:00,2019-06-06 07:00:00
3998,5025,CIEN,Ciena Corp,CIEN US,2019-06-06 07:00:00,ER,2019-06-05 00:00:00+00:00,2019-06-05 07:00:00,2019-06-06 07:00:00
3999,6061,CIEN,Ciena Corp,CIEN US,2019-09-05 07:00:00,ER,2019-09-04 00:00:00+00:00,2019-09-04 07:00:00,2019-09-05 07:00:00
4000,6827,CIEN,Ciena Corp,CIEN US,2019-12-12 07:00:00,ER,2019-12-11 00:00:00+00:00,2019-12-11 07:00:00,2019-12-12 07:00:00
4001,7514,CIEN,Ciena Corp,CIEN US,2020-03-05 07:00:00,ER,2020-03-04 00:00:00+00:00,2020-03-04 07:00:00,2020-03-05 07:00:00
4002,8323,CIEN,Ciena Corp,CIEN US,2020-06-04 07:00:00,ER,2020-06-03 00:00:00+00:00,2020-06-03 07:00:00,2020-06-04 07:00:00
4003,9099,CIEN,Ciena Corp,CIEN US,2020-09-03 07:00:00,ER,2020-09-02 00:00:00+00:00,2020-09-02 07:00:00,2020-09-03 07:00:00
4004,9909,CIEN,Ciena Corp,CIEN US,2020-12-10 07:00:00,ER,2020-12-09 00:00:00+00:00,2020-12-09 07:00:00,2020-12-10 07:00:00
4005,10324,CIEN,Ciena Corp,CIEN US,2021-06-03 07:00:00,ER,2021-06-02 00:00:00+00:00,2021-06-02 07:00:00,2021-06-03 07:00:00
4006,11180,CIEN,Ciena Corp,CIEN US,2021-09-02 07:00:00,ER,2021-09-01 00:00:00+00:00,2021-09-01 07:00:00,2021-09-02 07:00:00
4007,12062,CIEN,Ciena Corp,CIEN US,2021-12-09 07:00:00,ER,2021-12-08 00:00:00+00:00,2021-12-08 07:00:00,2021-12-09 07:00:00
4008,12849,CIEN,Ciena Corp,CIEN US,2022-03-07 07:00:00,ER,2022-03-04 00:00:00+00:00,2022-03-04 07:00:00,2022-03-07 07:00:00
4009,13791,CIEN,Ciena Corp,CIEN US,2022-06-02 07:00:00,ER,2022-06-01 00:00:00+00:00,2022-06-01 07:00:00,2022-06-02 07:00:00
4010,14664,CIEN,Ciena Corp,CIEN US,2022-09-01 07:00:00,ER,2022-08-31 00:00:00+00:00,2022-08-31 07:00:00,2022-09-01 07:00:00
4011,15519,CIEN,Ciena Corp,CIEN US,2022-12-08 07:00:00,ER,2022-12-07 00:00:00+00:00,2022-12-07 07:00:00,2022-12-08 07:00:00
4012,16312,CIEN,Ciena Corp,CIEN US,2023-03-06 07:00:00,ER,2023-03-03 00:00:00+00:00,2023-03-03 07:00:00,2023-03-06 07:00:00
4013,17267,CIEN,Ciena Corp,CIEN US,2023-06-06 07:00:00,ER,2023-06-05 00:00:00+00:00,2023-06-05 07:00:00,2023-06-06 07:00:00
4014,18132,CIEN,Ciena Corp,CIEN US,2023-08-31 07:00:00,ER,2023-08-30 00:00:00+00:00,2023-08-30 07:00:00,2023-08-31 07:00:00
4015,19046,CIEN,Ciena Corp,CIEN US,2023-12-07 07:00:00,ER,2023-12-06 00:00:00+00:00,2023-12-06 07:00:00,2023-12-07 07:00:00
4016,19860,CIEN,Ciena Corp,CIEN US,2024-03-07 07:00:00,ER,2024-03-06 00:00:00+00:00,2024-03-06 07:00:00,2024-03-07 07:00:00
4017,11037,CIFR,Cipher Mining Inc,CIFR US,2021-08-10 16:38:00,ER,2021-08-11 00:00:00+00:00,2021-08-09 16:38:00,2021-08-10 16:38:00
4018,11939,CIFR,Cipher Mining Inc,CIFR US,2021-11-12 07:00:00,ER,2021-11-11 00:00:00+00:00,2021-11-11 07:00:00,2021-11-12 07:00:00
4019,12848,CIFR,Cipher Mining Inc,CIFR US,2022-03-04 07:00:00,ER,2022-03-03 00:00:00+00:00,2022-03-03 07:00:00,2022-03-04 07:00:00
4020,13616,CIFR,Cipher Mining Inc,CIFR US,2022-05-10 07:00:00,ER,2022-05-09 00:00:00+00:00,2022-05-09 07:00:00,2022-05-10 07:00:00
4021,14496,CIFR,Cipher Mining Inc,CIFR US,2022-08-09 07:19:00,ER,2022-08-08 00:00:00+00:00,2022-08-08 07:19:00,2022-08-09 07:19:00
4022,15416,CIFR,Cipher Mining Inc,CIFR US,2022-11-14 07:00:00,ER,2022-11-11 00:00:00+00:00,2022-11-11 07:00:00,2022-11-14 07:00:00
4023,16342,CIFR,Cipher Mining Inc,CIFR US,2023-03-14 07:00:00,ER,2023-03-13 00:00:00+00:00,2023-03-13 07:00:00,2023-03-14 07:00:00
4024,17052,CIFR,Cipher Mining Inc,CIFR US,2023-05-09 07:00:00,ER,2023-05-08 00:00:00+00:00,2023-05-08 07:00:00,2023-05-09 07:00:00
4025,17938,CIFR,Cipher Mining Inc,CIFR US,2023-08-08 07:00:00,ER,2023-08-07 00:00:00+00:00,2023-08-07 07:00:00,2023-08-08 07:00:00
4026,18842,CIFR,Cipher Mining Inc,CIFR US,2023-11-08 07:00:00,ER,2023-11-07 00:00:00+00:00,2023-11-07 07:00:00,2023-11-08 07:00:00
4027,19839,CIFR,Cipher Mining Inc,CIFR US,2024-03-05 07:00:00,ER,2024-03-04 00:00:00+00:00,2024-03-04 07:00:00,2024-03-05 07:00:00
4028,648,CIVI,Civitas Resources Inc,CIVI US,2018-03-14 17:00:00,ER,2018-03-15 00:00:00+00:00,2018-03-14 17:00:00,2018-03-15 17:00:00
4029,1241,CIVI,Civitas Resources Inc,CIVI US,2018-05-08 16:30:00,ER,2018-05-09 00:00:00+00:00,2018-05-07 16:30:00,2018-05-08 16:30:00
4030,1978,CIVI,Civitas Resources Inc,CIVI US,2018-08-08 17:34:00,ER,2018-08-09 00:00:00+00:00,2018-08-08 17:34:00,2018-08-09 17:34:00
4031,2697,CIVI,Civitas Resources Inc,CIVI US,2018-11-08 16:05:00,ER,2018-11-09 00:00:00+00:00,2018-11-07 16:05:00,2018-11-08 16:05:00
4032,3424,CIVI,Civitas Resources Inc,CIVI US,2019-02-27 17:00:00,ER,2019-02-28 00:00:00+00:00,2019-02-27 17:00:00,2019-02-28 17:00:00
4033,4737,CIVI,Civitas Resources Inc,CIVI US,2019-05-08 16:45:00,ER,2019-05-09 00:00:00+00:00,2019-05-07 16:45:00,2019-05-08 16:45:00
4034,4738,CIVI,Civitas Resources Inc,CIVI US,2019-05-08 16:45:00,ER,2019-05-09 00:00:00+00:00,2019-05-07 16:45:00,2019-05-08 16:45:00
4035,4739,CIVI,Civitas Resources Inc,CIVI US,2019-05-08 16:45:00,ER,2019-05-09 00:00:00+00:00,2019-05-07 16:45:00,2019-05-08 16:45:00
4036,5918,CIVI,Civitas Resources Inc,CIVI US,2019-08-07 16:36:00,ER,2019-08-08 00:00:00+00:00,2019-08-06 16:36:00,2019-08-07 16:36:00
4037,6614,CIVI,Civitas Resources Inc,CIVI US,2019-11-06 16:05:00,ER,2019-11-07 00:00:00+00:00,2019-11-05 16:05:00,2019-11-06 16:05:00
4038,7463,CIVI,Civitas Resources Inc,CIVI US,2020-02-27 16:05:00,ER,2020-02-28 00:00:00+00:00,2020-02-26 16:05:00,2020-02-27 16:05:00
4039,8142,CIVI,Civitas Resources Inc,CIVI US,2020-05-07 16:05:00,ER,2020-05-08 00:00:00+00:00,2020-05-06 16:05:00,2020-05-07 16:05:00
4040,8930,CIVI,Civitas Resources Inc,CIVI US,2020-08-06 16:05:00,ER,2020-08-07 00:00:00+00:00,2020-08-05 16:05:00,2020-08-06 16:05:00
4041,9687,CIVI,Civitas Resources Inc,CIVI US,2020-11-05 16:05:00,ER,2020-11-06 00:00:00+00:00,2020-11-04 16:05:00,2020-11-05 16:05:00
4042,11013,CIVI,Civitas Resources Inc,CIVI US,2021-08-09 16:30:00,ER,2021-08-10 00:00:00+00:00,2021-08-06 16:30:00,2021-08-09 16:30:00
4043,11458,CIVI,Civitas Resources Inc,CIVI US,2021-10-27 20:43:00,ER,2021-10-28 00:00:00+00:00,2021-10-27 20:43:00,2021-10-28 20:43:00
4044,12857,CIVI,Civitas Resources Inc,CIVI US,2022-03-08 16:46:00,ER,2022-03-09 00:00:00+00:00,2022-03-07 16:46:00,2022-03-08 16:46:00
4045,13438,CIVI,Civitas Resources Inc,CIVI US,2022-05-04 16:30:00,ER,2022-05-05 00:00:00+00:00,2022-05-03 16:30:00,2022-05-04 16:30:00
4046,14297,CIVI,Civitas Resources Inc,CIVI US,2022-08-03 16:30:00,ER,2022-08-04 00:00:00+00:00,2022-08-02 16:30:00,2022-08-03 16:30:00
4047,15020,CIVI,Civitas Resources Inc,CIVI US,2022-10-31 16:15:00,ER,2022-11-01 00:00:00+00:00,2022-10-28 16:15:00,2022-10-31 16:15:00
4048,16117,CIVI,Civitas Resources Inc,CIVI US,2023-02-22 16:15:00,ER,2023-02-23 00:00:00+00:00,2023-02-21 16:15:00,2023-02-22 16:15:00
4049,16858,CIVI,Civitas Resources Inc,CIVI US,2023-05-03 16:15:00,ER,2023-05-04 00:00:00+00:00,2023-05-02 16:15:00,2023-05-03 16:15:00
4050,17743,CIVI,Civitas Resources Inc,CIVI US,2023-08-02 16:15:00,ER,2023-08-03 00:00:00+00:00,2023-08-01 16:15:00,2023-08-02 16:15:00
4051,18825,CIVI,Civitas Resources Inc,CIVI US,2023-11-07 16:15:00,ER,2023-11-08 00:00:00+00:00,2023-11-06 16:15:00,2023-11-07 16:15:00
4052,19752,CIVI,Civitas Resources Inc,CIVI US,2024-02-27 16:15:00,ER,2024-02-28 00:00:00+00:00,2024-02-26 16:15:00,2024-02-27 16:15:00
4053,123,CL,Colgate-Palmolive Co,CL US,2018-01-26 06:55:00,ER,2018-01-25 00:00:00+00:00,2018-01-25 06:55:00,2018-01-26 06:55:00
4054,963,CL,Colgate-Palmolive Co,CL US,2018-04-27 06:55:00,ER,2018-04-26 00:00:00+00:00,2018-04-26 06:55:00,2018-04-27 06:55:00
4055,1668,CL,Colgate-Palmolive Co,CL US,2018-07-27 06:55:00,ER,2018-07-26 00:00:00+00:00,2018-07-26 06:55:00,2018-07-27 06:55:00
4056,2359,CL,Colgate-Palmolive Co,CL US,2018-10-26 06:55:00,ER,2018-10-25 00:00:00+00:00,2018-10-25 06:55:00,2018-10-26 06:55:00
4057,2939,CL,Colgate-Palmolive Co,CL US,2019-01-25 06:55:00,ER,2019-01-24 00:00:00+00:00,2019-01-24 06:55:00,2019-01-25 06:55:00
4058,3996,CL,Colgate-Palmolive Co,CL US,2019-04-26 06:55:00,ER,2019-04-25 00:00:00+00:00,2019-04-25 06:55:00,2019-04-26 06:55:00
4059,3997,CL,Colgate-Palmolive Co,CL US,2019-04-26 06:55:00,ER,2019-04-25 00:00:00+00:00,2019-04-25 06:55:00,2019-04-26 06:55:00
4060,5522,CL,Colgate-Palmolive Co,CL US,2019-07-26 06:55:00,ER,2019-07-25 00:00:00+00:00,2019-07-25 06:55:00,2019-07-26 06:55:00
4061,5523,CL,Colgate-Palmolive Co,CL US,2019-07-26 06:55:00,ER,2019-07-25 00:00:00+00:00,2019-07-25 06:55:00,2019-07-26 06:55:00
4062,6497,CL,Colgate-Palmolive Co,CL US,2019-11-01 06:55:00,ER,2019-10-31 00:00:00+00:00,2019-10-31 06:55:00,2019-11-01 06:55:00
4063,7063,CL,Colgate-Palmolive Co,CL US,2020-01-31 06:55:00,ER,2020-01-30 00:00:00+00:00,2020-01-30 06:55:00,2020-01-31 06:55:00
4064,7912,CL,Colgate-Palmolive Co,CL US,2020-05-01 06:55:00,ER,2020-04-30 00:00:00+00:00,2020-04-30 06:55:00,2020-05-01 06:55:00
4065,8709,CL,Colgate-Palmolive Co,CL US,2020-07-31 06:55:00,ER,2020-07-30 00:00:00+00:00,2020-07-30 06:55:00,2020-07-31 06:55:00
4066,9495,CL,Colgate-Palmolive Co,CL US,2020-10-30 06:55:00,ER,2020-10-29 00:00:00+00:00,2020-10-29 06:55:00,2020-10-30 06:55:00
4067,10110,CL,Colgate-Palmolive Co,CL US,2021-01-29 06:55:00,ER,2021-01-28 00:00:00+00:00,2021-01-28 06:55:00,2021-01-29 06:55:00
4068,10701,CL,Colgate-Palmolive Co,CL US,2021-07-30 06:55:00,ER,2021-07-29 00:00:00+00:00,2021-07-29 06:55:00,2021-07-30 06:55:00
4069,11535,CL,Colgate-Palmolive Co,CL US,2021-10-29 06:55:00,ER,2021-10-28 00:00:00+00:00,2021-10-28 06:55:00,2021-10-29 06:55:00
4070,12259,CL,Colgate-Palmolive Co,CL US,2022-01-28 06:55:00,ER,2022-01-27 00:00:00+00:00,2022-01-27 06:55:00,2022-01-28 06:55:00
4071,13265,CL,Colgate-Palmolive Co,CL US,2022-04-29 06:55:00,ER,2022-04-28 00:00:00+00:00,2022-04-28 06:55:00,2022-04-29 06:55:00
4072,14135,CL,Colgate-Palmolive Co,CL US,2022-07-29 06:55:00,ER,2022-07-28 00:00:00+00:00,2022-07-28 06:55:00,2022-07-29 06:55:00
4073,14998,CL,Colgate-Palmolive Co,CL US,2022-10-28 06:55:00,ER,2022-10-27 00:00:00+00:00,2022-10-27 06:55:00,2022-10-28 06:55:00
4074,15694,CL,Colgate-Palmolive Co,CL US,2023-01-27 06:55:00,ER,2023-01-26 00:00:00+00:00,2023-01-26 06:55:00,2023-01-27 06:55:00
4075,16716,CL,Colgate-Palmolive Co,CL US,2023-04-28 06:55:00,ER,2023-04-27 00:00:00+00:00,2023-04-27 06:55:00,2023-04-28 06:55:00
4076,17577,CL,Colgate-Palmolive Co,CL US,2023-07-28 06:55:00,ER,2023-07-27 00:00:00+00:00,2023-07-27 06:55:00,2023-07-28 06:55:00
4077,18445,CL,Colgate-Palmolive Co,CL US,2023-10-27 06:55:00,ER,2023-10-26 00:00:00+00:00,2023-10-26 06:55:00,2023-10-27 06:55:00
4078,19200,CL,Colgate-Palmolive Co,CL US,2024-01-26 06:55:00,ER,2024-01-25 00:00:00+00:00,2024-01-25 06:55:00,2024-01-26 06:55:00
4079,107,CLF,Cleveland-Cliffs Inc,CLF US,2018-01-25 08:00:00,ER,2018-01-24 00:00:00+00:00,2018-01-24 08:00:00,2018-01-25 08:00:00
4080,782,CLF,Cleveland-Cliffs Inc,CLF US,2018-04-20 08:00:00,ER,2018-04-19 00:00:00+00:00,2018-04-19 08:00:00,2018-04-20 08:00:00
4081,1489,CLF,Cleveland-Cliffs Inc,CLF US,2018-07-20 08:00:00,ER,2018-07-19 00:00:00+00:00,2018-07-19 08:00:00,2018-07-20 08:00:00
4082,2198,CLF,Cleveland-Cliffs Inc,CLF US,2018-10-19 08:00:00,ER,2018-10-18 00:00:00+00:00,2018-10-18 08:00:00,2018-10-19 08:00:00
4083,3180,CLF,Cleveland-Cliffs Inc,CLF US,2019-02-08 07:00:00,ER,2019-02-07 00:00:00+00:00,2019-02-07 07:00:00,2019-02-08 07:00:00
4084,3901,CLF,Cleveland-Cliffs Inc,CLF US,2019-04-25 07:00:00,ER,2019-04-24 00:00:00+00:00,2019-04-24 07:00:00,2019-04-25 07:00:00
4085,3911,CLF,Cleveland-Cliffs Inc,CLF US,2019-04-25 07:00:00,ER,2019-04-24 00:00:00+00:00,2019-04-24 07:00:00,2019-04-25 07:00:00
4086,5228,CLF,Cleveland-Cliffs Inc,CLF US,2019-07-19 07:00:00,ER,2019-07-18 00:00:00+00:00,2019-07-18 07:00:00,2019-07-19 07:00:00
4087,5230,CLF,Cleveland-Cliffs Inc,CLF US,2019-07-19 07:00:00,ER,2019-07-18 00:00:00+00:00,2019-07-18 07:00:00,2019-07-19 07:00:00
4088,6209,CLF,Cleveland-Cliffs Inc,CLF US,2019-10-23 07:00:00,ER,2019-10-22 00:00:00+00:00,2019-10-22 07:00:00,2019-10-23 07:00:00
4089,7334,CLF,Cleveland-Cliffs Inc,CLF US,2020-02-20 07:00:00,ER,2020-02-19 00:00:00+00:00,2020-02-19 07:00:00,2020-02-20 07:00:00
4090,8191,CLF,Cleveland-Cliffs Inc,CLF US,2020-05-11 08:00:00,ER,2020-05-08 00:00:00+00:00,2020-05-08 08:00:00,2020-05-11 08:00:00
4091,8625,CLF,Cleveland-Cliffs Inc,CLF US,2020-07-30 07:00:00,ER,2020-07-29 00:00:00+00:00,2020-07-29 07:00:00,2020-07-30 07:00:00
4092,9270,CLF,Cleveland-Cliffs Inc,CLF US,2020-10-23 07:00:00,ER,2020-10-22 00:00:00+00:00,2020-10-22 07:00:00,2020-10-23 07:00:00
4093,10469,CLF,Cleveland-Cliffs Inc,CLF US,2021-07-22 07:00:00,ER,2021-07-21 00:00:00+00:00,2021-07-21 07:00:00,2021-07-22 07:00:00
4094,11341,CLF,Cleveland-Cliffs Inc,CLF US,2021-10-22 07:00:00,ER,2021-10-21 00:00:00+00:00,2021-10-21 07:00:00,2021-10-22 07:00:00
4095,12497,CLF,Cleveland-Cliffs Inc,CLF US,2022-02-11 07:00:00,ER,2022-02-10 00:00:00+00:00,2022-02-10 07:00:00,2022-02-11 07:00:00
4096,13061,CLF,Cleveland-Cliffs Inc,CLF US,2022-04-22 06:00:00,ER,2022-04-21 00:00:00+00:00,2022-04-21 06:00:00,2022-04-22 06:00:00
4097,13934,CLF,Cleveland-Cliffs Inc,CLF US,2022-07-22 07:00:00,ER,2022-07-21 00:00:00+00:00,2022-07-21 07:00:00,2022-07-22 07:00:00
4098,14831,CLF,Cleveland-Cliffs Inc,CLF US,2022-10-25 07:00:00,ER,2022-10-24 00:00:00+00:00,2022-10-24 07:00:00,2022-10-25 07:00:00
4099,15958,CLF,Cleveland-Cliffs Inc,CLF US,2023-02-13 16:15:00,ER,2023-02-14 00:00:00+00:00,2023-02-10 16:15:00,2023-02-13 16:15:00
4100,16517,CLF,Cleveland-Cliffs Inc,CLF US,2023-04-24 16:05:00,ER,2023-04-25 00:00:00+00:00,2023-04-21 16:05:00,2023-04-24 16:05:00
4101,17394,CLF,Cleveland-Cliffs Inc,CLF US,2023-07-24 16:11:00,ER,2023-07-25 00:00:00+00:00,2023-07-21 16:11:00,2023-07-24 16:11:00
4102,18268,CLF,Cleveland-Cliffs Inc,CLF US,2023-10-23 16:05:00,ER,2023-10-24 00:00:00+00:00,2023-10-20 16:05:00,2023-10-23 16:05:00
4103,19205,CLF,Cleveland-Cliffs Inc,CLF US,2024-01-29 16:05:00,ER,2024-01-30 00:00:00+00:00,2024-01-26 16:05:00,2024-01-29 16:05:00
4104,20044,CLF,Cleveland-Cliffs Inc,CLF US,2024-04-22 17:00:00,ER,2024-04-23 00:00:00+00:00,2024-04-22 17:00:00,2024-04-23 17:00:00
4105,567,CLH,Clean Harbors Inc,CLH US,2018-02-28 07:30:00,ER,2018-02-27 00:00:00+00:00,2018-02-27 07:30:00,2018-02-28 07:30:00
4106,1066,CLH,Clean Harbors Inc,CLH US,2018-05-02 07:30:00,ER,2018-05-01 00:00:00+00:00,2018-05-01 07:30:00,2018-05-02 07:30:00
4107,1752,CLH,Clean Harbors Inc,CLH US,2018-08-01 07:30:00,ER,2018-07-31 00:00:00+00:00,2018-07-31 07:30:00,2018-08-01 07:30:00
4108,2450,CLH,Clean Harbors Inc,CLH US,2018-10-31 07:30:00,ER,2018-10-30 00:00:00+00:00,2018-10-30 07:30:00,2018-10-31 07:30:00
4109,3398,CLH,Clean Harbors Inc,CLH US,2019-02-27 07:30:00,ER,2019-02-26 00:00:00+00:00,2019-02-26 07:30:00,2019-02-27 07:30:00
4110,4217,CLH,Clean Harbors Inc,CLH US,2019-05-01 07:30:00,ER,2019-04-30 00:00:00+00:00,2019-04-30 07:30:00,2019-05-01 07:30:00
4111,4220,CLH,Clean Harbors Inc,CLH US,2019-05-01 07:30:00,ER,2019-04-30 00:00:00+00:00,2019-04-30 07:30:00,2019-05-01 07:30:00
